block, interEventInt, eventType, lag, studiedX, studiedY, image, lure, targetLeft, respLeft, tafcACC, tafcRT, recalledX, recalledY, recallError, recallRT
1,2,study,23,-322.917801979,-17.2210379587,ADRESS2.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,10,301.041040329,250.84426941,8020414.thl.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,23,346.820257023,-224.432704445,Aglass58.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,0,-189.802944676,-132.355931337,gameboy.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,test1,0,-189.802944676,-132.355931337,gameboy.png,AHUNTVES2.png,0,0,1,1.94408249855,-198,-173,41.4624171204,2.19464288931
1,2,study,1,-101.193334922,-292.532871293,311-863-217.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,2,-134.112580519,398.718308218,Awhistl15.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,test1,1,-101.193334922,-292.532871293,311-863-217.png,26373844.thl.png,0,0,1,2.39581104741,-190,230,530.025683664,3.03203206602
1,2,test1,2,-134.112580519,398.718308218,Awhistl15.png,Ahandheldmir3.png,1,1,1,2.18799342867,-146,229,170.134108533,5.0528938733
1,2,test1,10,301.041040329,250.84426941,8020414.thl.png,26424291.thl.png,1,1,1,1.68575788755,186,178,136.164343886,3.1571176108
1,2,study,24,-230.000149218,62.7694792155,26466258.thl.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,25,-309.814940644,-177.215422711,corkscrew02.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,12,-62.3824983665,217.792337769,Aboardgame2.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,1,-341.527377115,-78.4467146986,ADOGTOY.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,24,-98.80496887,296.710720385,AARCHERY.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,test1,1,-341.527377115,-78.4467146986,ADOGTOY.png,23041782.thl.png,1,1,1,1.88427667599,-197,-120,150.382306988,5.34706101753
1,2,study,25,-193.407037201,-81.7666736509,Achildsplaype.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,11,158.075486384,-77.8184159587,ADINGHY.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,12,-282.55833782,89.7937992988,26432148.thl.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,test1,23,-322.917801979,-17.2210379587,ADRESS2.png,Arubbergloves.png,1,NA,NA,NA,NA,NA,NA,NA
1,2,test1,23,346.820257023,-224.432704445,Aglass58.png,8055181.thl.png,0,0,1,3.30538983271,163,-210,184.385980621,2.58351290971
1,2,study,2,170.487682548,181.267820406,AFLOURBA2.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,test1,12,-62.3824983665,217.792337769,Aboardgame2.png,ABPIECE2.png,1,1,1,2.55564880464,-222,124,185.134409152,1.87639178243
1,2,test1,2,170.487682548,181.267820406,AFLOURBA2.png,AANTIRO13.png,1,1,1,2.12461583875,-26,252,208.831153383,1.91513478197
1,2,study,11,-294.158293231,-126.413697198,AFILEFOL4.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,test1,11,158.075486384,-77.8184159587,ADINGHY.png,ADIAMCRYS.png,1,1,1,2.20678411517,140,-105,32.6429428671,1.90184954833
1,2,test1,12,-282.55833782,89.7937992988,26432148.thl.png,ABIKLIGHT.png,1,1,1,2.67969333939,-288,0,89.9585353359,1.8248697836
1,2,study,10,376.307578575,9.83232981134,Aboots56.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,test1,24,-230.000149218,62.7694792155,26466258.thl.png,AARROWS2.png,0,0,1,2.90507697035,-192,214,155.931657329,2.13537003193
1,2,test1,25,-309.814940644,-177.215422711,corkscrew02.png,Atennisball2.png,0,0,1,2.81053560507,-211,-218,106.900768187,2.34489472117
1,2,test1,24,-98.80496887,296.710720385,AARCHERY.png,Aabacus.png,0,0,1,2.33066798747,-156,274,61.5389990684,1.72812623065
1,2,test1,11,-294.158293231,-126.413697198,AFILEFOL4.png,8052266.thl.png,0,0,1,1.62848148122,-252,-137,43.4671312052,2.0682083331
1,2,test1,25,-193.407037201,-81.7666736509,Achildsplaype.png,Aseat3.png,0,0,1,1.45146162342,-180,-170,89.246112101,3.25942417327
1,2,test1,10,376.307578575,9.83232981134,Aboots56.png,26434233.thl.png,0,0,1,2.1973338956,158,-84,237.618822867,2.22862393502
1,2,study,0,419.637185404,-56.8595844916,8257947.thl.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,test1,0,419.637185404,-56.8595844916,8257947.thl.png,26424133.thl.png,0,NA,NA,NA,NA,NA,NA,NA
1,2,study,0,-274.872843095,152.411698921,AWALKER11.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,test1,0,-274.872843095,152.411698921,AWALKER11.png,Apocketwatch.png,0,0,1,2.81770951487,-204,180,76.0531014802,1.98493071273
1,2,study,23,36.1983451163,-219.456241956,ABLLIGHTB.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
