block, interEventInt, eventType, lag, studiedX, studiedY, image, lure, targetLeft, respLeft, tafcACC, tafcRT, recalledX, recalledY, recallError, recallRT
1,2,study,23,242.811222835,325.378277876,8253370.thl.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,10,145.403838321,277.189431939,AANTFRYI2.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,23,-6.71943611189,-282.271838063,ADOGTOY.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,0,147.547715326,187.318954426,Ababytableand.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,test1,0,147.547715326,187.318954426,Ababytableand.png,Aextensionco8.png,0,0,1,2.00590904523,169,218,37.4369747077,1.63410891872
1,2,study,1,1.00056034745,346.195407794,Apinkshoe.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,2,-86.2338248599,268.39147246,Aseat3.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,test1,1,1.00056034745,346.195407794,Apinkshoe.png,Asandal7.png,1,1,1,1.90563047864,-124,311,129.860913353,0.853109066375
1,2,test1,2,-86.2338248599,268.39147246,Aseat3.png,Acandlehold17.png,1,1,1,1.826964912,104,303,193.356298835,1.51364501007
1,2,test1,10,145.403838321,277.189431939,AANTFRYI2.png,26434233.thl.png,1,1,1,1.74051802512,186,215,74.266909105,1.03324915376
1,2,study,24,255.829507759,-278.081216893,ACOMB5.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,25,-113.608457591,-319.234411636,ACUSHIO12.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,12,-43.5039782007,147.525480578,8245419.thl.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,1,101.114044205,-322.523526115,26687176.thl.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,24,136.084392982,-223.317729208,Aclock213.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,test1,1,101.114044205,-322.523526115,26687176.thl.png,Acalligraphy2.png,1,1,1,1.69248958956,149,-333,49.0185808389,1.13849002589
1,2,study,25,181.59637789,60.7202887442,26377133.thl.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,11,-186.545124375,140.967041729,26424478.thl.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,12,94.2616318973,142.038922435,Agreencup2.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,test1,23,242.811222835,325.378277876,8253370.thl.png,AFOODBLEN.png,0,0,1,2.032527484,196,324,46.8315089783,1.18940540124
1,2,test1,23,-6.71943611189,-282.271838063,ADOGTOY.png,AAGATE.png,0,0,1,1.32125035673,-130,-332,132.932266671,1.58275278844
1,2,study,2,165.968840153,-149.003229922,ABOWARRO8.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,test1,12,-43.5039782007,147.525480578,8245419.thl.png,ACURLRIB2.png,1,1,1,2.13257594872,-122,121,82.8566627267,1.99487033859
1,2,test1,2,165.968840153,-149.003229922,ABOWARRO8.png,AHUNTVES2.png,0,0,1,0.956687375903,202,-145,36.2528665032,1.3229537569
1,2,study,11,-250.044493104,344.565158288,Ahandheldmir3.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,test1,11,-186.545124375,140.967041729,26424478.thl.png,8254014.thl.png,1,1,1,1.29692356847,-225,144,38.5742957832,1.49028215185
1,2,test1,12,94.2616318973,142.038922435,Agreencup2.png,ASAFE.png,0,0,1,1.50478470046,132,211,78.611797117,1.07190763485
1,2,study,10,142.42760756,121.378473438,Atennisball2.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,test1,24,255.829507759,-278.081216893,ACOMB5.png,Abandleaders2.png,1,1,1,1.86775030475,237,-229,52.5691564905,2.00578803569
1,2,test1,25,-113.608457591,-319.234411636,ACUSHIO12.png,Agardeningrak.png,0,0,1,1.62902274262,-221,-300,109.100439835,0.860160470009
