block, interEventInt, eventType, lag, studiedX, studiedY, image, lure, targetLeft, respLeft, tafcACC, tafcRT, recalledX, recalledY, recallError, recallRT
1,2,study,23,-56.6717135574,-292.633278775,ASAFE.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,10,166.26150016,42.9625808981,ABANJO5.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,23,183.538347832,-273.933933704,Acane116.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,0,-137.038440965,238.17133104,26421357.thl.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,test1,0,-137.038440965,238.17133104,26421357.thl.png,26772987.thl.png,1,1,1,1.83644880913,-144,241,7.51429785737,1.61915455386
1,2,study,1,184.501731825,-174.175742878,22911908.thl.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,2,389.769268199,60.9965483621,26423873.thl.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,test1,1,184.501731825,-174.175742878,22911908.thl.png,Acomputerbag.png,0,0,1,1.95398941264,241,-226,76.6668633311,1.8909747377
1,2,test1,2,389.769268199,60.9965483621,26423873.thl.png,airbottle1.png,0,0,1,1.9328479711,349,12,63.7400578985,2.03939417936
1,2,test1,10,166.26150016,42.9625808981,ABANJO5.png,26442809.thl.png,0,0,1,3.70049300045,-244,-56,422.028542793,1.84685947374
1,2,study,24,108.288021175,-347.773317821,8254014.thl.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,25,151.095283309,102.890234975,22869912.thl.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,12,253.739964315,298.928541679,Awhistl15.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,1,-297.281108035,209.89468177,26424133.thl.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,24,-157.897251506,-96.7666133446,Acork6.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,test1,1,-297.281108035,209.89468177,26424133.thl.png,Abicyclerepa3.png,0,0,1,1.96950994059,-338,160,64.4011446467,1.42723763362
1,2,study,25,-67.6147227392,169.2832125,26427111.thl.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,11,-237.752971202,-5.9150927136,Apairofrubbe3.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,12,386.261765972,-14.0772691543,8248429.thl.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,test1,23,-56.6717135574,-292.633278775,ASAFE.png,26389125.thl.png,0,0,1,3.44833876193,14,-273,73.3481883389,1.61775939167
1,2,test1,23,183.538347832,-273.933933704,Acane116.png,ABIKLIGHT.png,1,1,1,2.86082803085,165,-260,23.1910510503,1.27070464753
1,2,study,2,-291.648851264,-220.168524049,26432148.thl.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,test1,12,253.739964315,298.928541679,Awhistl15.png,Aextensionco8.png,1,1,1,2.16473683529,278,246,58.2235335212,1.59070126154
1,2,test1,2,-291.648851264,-220.168524049,26432148.thl.png,ABEERBOT5.png,0,0,1,2.15114671551,-284,-228,10.9470060396,1.46708709374
1,2,study,11,-183.801994712,280.151582359,AHARMONS2.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,test1,11,-237.752971202,-5.9150927136,Apairofrubbe3.png,Apocketwatch.png,1,1,1,1.77523359098,-310,-1,72.4140270011,1.43538983911
1,2,test1,12,386.261765972,-14.0772691543,8248429.thl.png,Agreencup2.png,0,0,1,1.52367336303,387,0,14.0966129379,1.49025769345
1,2,study,10,217.55202858,40.7546704064,ACHEESEGR.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,test1,24,108.288021175,-347.773317821,8254014.thl.png,ABALLYAR4.png,1,1,1,1.62384197302,3,-343,105.396166752,1.80786448717
1,2,test1,25,151.095283309,102.890234975,22869912.thl.png,AKNIFE13.png,1,1,1,2.10878077336,133,146,46.7535145047,1.4400635045
1,2,test1,24,-157.897251506,-96.7666133446,Acork6.png,Alighter12.png,0,0,1,2.02353223227,-183,-115,31.0258661585,1.48903746717
1,2,test1,11,-183.801994712,280.151582359,AHARMONS2.png,ALACES4.png,0,0,1,1.53361638822,-237,288,53.7738358876,1.37058005668
1,2,test1,25,-67.6147227392,169.2832125,26427111.thl.png,26687176.thl.png,1,1,1,1.56241145544,-37,284,118.731641035,1.54721402749
1,2,test1,10,217.55202858,40.7546704064,ACHEESEGR.png,AWALKER11.png,0,0,1,1.60529842414,208,63,24.2094183889,1.50028102472
1,2,study,0,178.074761852,-340.557828428,Abicycleglove.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,test1,0,178.074761852,-340.557828428,Abicycleglove.png,26394018.thl.png,0,0,1,2.95607466064,140,-257,91.8237343046,2.09542128257
1,2,study,0,-334.550291574,32.7099678574,8257947.thl.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,test1,0,-334.550291574,32.7099678574,8257947.thl.png,Aacupuncture2.png,0,0,1,1.39830581658,-359,20,27.55597077,1.55459951796
1,2,study,23,246.497030017,93.0729869533,Abeany2.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,10,-266.103352447,277.123097574,26442719.thl.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,24,125.979386956,-193.204809779,AELEAGEN3.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,0,-208.711936879,-123.457304149,ABOWARRO8.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,test1,0,-208.711936879,-123.457304149,ABOWARRO8.png,8245419.thl.png,0,0,1,2.51387909055,-189,-147,30.7053575699,1.27469836548
1,2,study,23,118.699178556,161.653340334,26426317.thl.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,12,-339.135319947,-262.785299614,B_makeupbag.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,24,-36.3476621114,416.122388218,26434233.thl.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,25,-322.599866575,134.215919086,AANTIRO13.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,11,61.9173873827,-313.416581577,corkscrew02.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,25,339.11405727,223.219368344,Abrownbagwith.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,test1,10,-266.103352447,277.123097574,26442719.thl.png,Acompactdisc2.png,0,0,1,2.51500717364,-292,237,47.7545737432,1.58563817479
1,2,study,1,303.056638507,33.0902317686,Acalligraphy2.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,2,75.7018571757,318.667970737,26455183.thl.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,test1,1,303.056638507,33.0902317686,Acalligraphy2.png,311-863-217.png,1,1,1,2.29155325331,326,8,33.9987877252,1.61124550365
1,2,test1,2,75.7018571757,318.667970737,26455183.thl.png,ACHAIR.png,1,1,1,1.54115980677,116,331,42.1428435304,1.55568890646
1,2,test1,12,-339.135319947,-262.785299614,B_makeupbag.png,ADENSYRIN.png,1,1,1,1.65327883698,-281,-318,80.177169843,1.53566781245
1,2,test1,11,61.9173873827,-313.416581577,corkscrew02.png,ACOMB5.png,0,0,1,2.11855863407,140,-325,78.9371267244,1.4726560656
1,2,test1,23,246.497030017,93.0729869533,Abeany2.png,22875816.thl.png,1,1,1,1.46279457584,305,220,139.7607389,1.53049263731
1,2,study,12,-135.618919943,187.482392249,26421740.thl.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,test1,24,125.979386956,-193.204809779,AELEAGEN3.png,8079436.thl.png,1,1,1,2.63422214799,174,-293,110.747728051,1.7325832434
1,2,study,11,-286.69830042,-151.522460867,Acprmask2.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,test1,23,118.699178556,161.653340334,26426317.thl.png,ACUTLERY5.png,0,0,1,1.51818999089,206,271,139.921854636,1.53025117144
1,2,study,10,120.178266258,357.892870169,ACUSHIO12.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,test1,24,-36.3476621114,416.122388218,26434233.thl.png,ADRUM12.png,0,0,1,2.02843151428,-165,357,141.587007995,1.46032476053
1,2,test1,25,-322.599866575,134.215919086,AANTIRO13.png,26373844.thl.png,0,0,1,2.20483962633,-338,19,116.24057863,1.32481792755
1,2,test1,25,339.11405727,223.219368344,Abrownbagwith.png,26433849.thl.png,0,0,1,1.58128084056,296,228,43.3782938033,1.80747727863
1,2,test1,12,-135.618919943,187.482392249,26421740.thl.png,AHANDPRE3.png,1,1,1,2.25129878148,-170,250,71.3478096702,1.50498827361
1,2,test1,11,-286.69830042,-151.522460867,Acprmask2.png,Abooties4.png,1,1,1,1.57389870659,-275,-246,95.1990316824,2.10083711706
1,2,test1,10,120.178266258,357.892870169,ACUSHIO12.png,8055181.thl.png,0,0,1,1.4869006779,133,373,19.8146972696,1.63678315841
1,2,study,1,-98.5428314716,355.428816429,26421368.thl.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,2,176.771172502,-104.817223704,ADIAMCRYS.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,test1,1,-98.5428314716,355.428816429,26421368.thl.png,ACOFFPOT3.png,1,1,1,2.21518627927,-53,367,46.9898051463,1.8659790922
1,2,test1,2,176.771172502,-104.817223704,ADIAMCRYS.png,Achildsplaype.png,0,0,1,1.68946869299,195,-181,78.3332978764,1.45381977223
1,2,study,24,129.362979512,224.840893659,Ababmonit.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,11,-185.790756118,201.493576841,Aboxofchocola.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,25,-178.048024334,366.453298304,Acamerabag.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,12,-130.65158547,116.26590266,26375641.thl.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,0,16.0956040379,298.007840284,8052266.thl.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,test1,0,16.0956040379,298.007840284,8052266.thl.png,Abinocularca3.png,1,1,1,1.62727129087,69,291,53.3665151341,1.75948265754
1,2,study,23,-366.648241098,107.920784196,AMAKEUPMI.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,0,373.046069897,-82.0029169172,AADDBOOK.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,test1,0,373.046069897,-82.0029169172,AADDBOOK.png,AANTFRYI2.png,1,1,1,1.67303230986,327,-71,47.3424200233,1.61384783126
1,2,study,24,245.421739679,-256.278449334,AFILEFOL4.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,25,182.421654008,327.133043319,Afloppydisk6.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,test1,11,-185.790756118,201.493576841,Aboxofchocola.png,AFOODBLEN.png,1,1,1,1.56104440801,-188,224,22.6145935617,1.63308131322
1,2,study,2,310.220727447,-38.8714593401,Atennisball2.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,test1,12,-130.65158547,116.26590266,26375641.thl.png,Aboots56.png,0,1,0,3.06521993503,-300,-9,210.642901312,1.74250780605
1,2,test1,2,310.220727447,-38.8714593401,Atennisball2.png,ACLARINE5.png,0,0,1,1.53365985677,302,-67,29.3052070357,1.49989734031
1,2,study,23,53.6459983366,-381.239678311,26387690.thl.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,1,-130.523702519,-219.85138448,Abasket110.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,study,10,-190.896684845,-373.123689079,Acampingcoffe.png,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,test1,1,-130.523702519,-219.85138448,Abasket110.png,26424087.thl.png,1,1,1,2.06571030244,-151,-227,21.688279378,2.18641039543
1,2,test1,24,129.362979512,224.840893659,Ababmonit.png,8021504.thl.png,0,0,1,1.68236921914,215,276,99.7544657636,1.59549109638
