"block","interEventInt","eventType","lag","studiedX","studiedY","image","lure","targetLeft","respLeft","tafcACC","tafcRT","recalledX","recalledY","recallError","recallRT","pNum","group","ID","delay","recallMissed","notMoved","outBounds","fullObs"
1,0,"test1",2,-194.315957315,-339.35180816,"26423873.thl.png","Awhistl15.png",1,1,1,2.21521656774,-194,-282,57.3526784746,2.56400245428,16,1,116,"short",0,0,0,1
1,0,"test1",10,48.9651424592,-288.908106091,"AFIRSTA15.png","ADENSYRIN.png",1,1,1,2.32545414753,107,-273,60.1756805462,2.13331756555,16,1,116,"medium",0,0,0,1
1,0,"study",24,347.171975385,-142.860379478,"26424443.thl.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"long",1,NA,NA,0
1,0,"study",25,150.075966213,86.3734226369,"Apinkshoe.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"long",1,NA,NA,0
1,0,"study",12,-317.990261872,-42.0024918976,"26375641.thl.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"medium",1,NA,NA,0
1,0,"study",1,316.677597389,61.8582230688,"AARCHERY.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"short",1,NA,NA,0
1,0,"study",24,-406.11382489,76.5860443743,"AAGATE.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"long",1,NA,NA,0
1,0,"test1",1,316.677597389,61.8582230688,"AARCHERY.png","Adress6.png",0,0,1,2.55965824239,-201,-4,521.84997881,6.01042495295,16,1,116,"short",0,0,0,1
1,0,"study",25,109.687306004,-369.382758467,"ACONSTHA2.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"long",1,NA,NA,0
1,0,"study",11,-192.216823242,332.760338942,"311-863-217.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"medium",1,NA,NA,0
1,0,"study",12,-99.0868629601,-350.045686977,"26442809.thl.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"medium",1,NA,NA,0
1,0,"test1",23,112.173798928,266.656842357,"Aseat3.png","26424133.thl.png",1,1,1,1.43623348884,124,316,50.7405778249,1.348697301,16,1,116,"long",0,0,0,1
1,0,"test1",23,46.4904596436,201.111713368,"airbottle1.png","Alighter12.png",0,0,1,1.43248461746,-9,178,60.1110838885,2.28877392597,16,1,116,"long",0,0,0,1
1,0,"study",2,306.152169901,-290.498603392,"26374787.thl.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"short",1,NA,NA,0
1,0,"test1",12,-317.990261872,-42.0024918976,"26375641.thl.png","26377777.thl.png",1,1,1,1.96728966571,-232,23,107.794476156,0.971386421472,16,1,116,"medium",0,0,0,1
1,0,"test1",2,306.152169901,-290.498603392,"26374787.thl.png","Apowerbar7.png",0,0,1,1.54929968528,218,-228,108.059615417,1.25410614163,16,1,116,"short",0,0,0,1
1,0,"study",11,342.265141126,-204.421389597,"AGLASSCAS.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"medium",1,NA,NA,0
1,0,"test1",11,-192.216823242,332.760338942,"311-863-217.png","ANAPKIN4.png",0,0,1,1.52187982015,-239,310,52.0259421477,1.67755515873,16,1,116,"medium",0,0,0,1
1,0,"test1",12,-99.0868629601,-350.045686977,"26442809.thl.png","22908308.thl.png",1,1,1,2.4555454161,-188,-251,133.099940071,1.74210389517,16,1,116,"medium",0,0,0,1
1,0,"study",10,-29.187467748,169.576951784,"26421357.thl.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"medium",1,NA,NA,0
1,0,"test1",24,347.171975385,-142.860379478,"26424443.thl.png","Aglass58.png",0,0,1,1.13241275027,336,-20,123.367280425,1.92524141446,16,1,116,"long",0,0,0,1
1,0,"test1",25,150.075966213,86.3734226369,"Apinkshoe.png","26461587.thl.png",0,0,1,1.12139535695,-174,-13,338.969480932,1.97524954751,16,1,116,"long",0,0,0,1
1,0,"test1",24,-406.11382489,76.5860443743,"AAGATE.png","Atoyboxwithb2.png",0,0,1,2.64835657552,-345,91,62.7906180054,1.32145020925,16,1,116,"long",0,0,0,1
1,0,"test1",11,342.265141126,-204.421389597,"AGLASSCAS.png","8254014.thl.png",0,NA,NA,NA,NA,NA,NA,NA,16,1,116,"medium",1,NA,NA,0
1,0,"test1",25,109.687306004,-369.382758467,"ACONSTHA2.png","8079436.thl.png",1,1,1,1.64671607129,27,-368,82.6988669521,1.93466397189,16,1,116,"long",0,0,0,1
1,0,"test1",10,-29.187467748,169.576951784,"26421357.thl.png","ABIKLIGHT.png",0,0,1,1.65734267235,-348,80,331.157758496,2.56138836965,16,1,116,"medium",0,0,0,1
1,0,"study",0,228.564496445,269.782769766,"Aabacus.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"short",1,NA,NA,0
1,0,"test1",0,228.564496445,269.782769766,"Aabacus.png","ACOFFPOT3.png",1,1,1,0.865353416651,204,266,24.8540506298,1.27432571538,16,1,116,"short",0,0,0,1
1,0,"study",0,155.993072228,346.189594769,"ACOWCREAM.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"short",1,NA,NA,0
1,0,"test1",0,155.993072228,346.189594769,"ACOWCREAM.png","Abox80.png",0,0,1,0.867700334638,144,312,36.2320600018,1.49576104805,16,1,116,"short",0,0,0,1
1,0,"study",23,210.563858248,-292.042433638,"Adice10.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"long",1,NA,NA,0
1,0,"study",10,174.229471821,-240.62846788,"26426317.thl.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"medium",1,NA,NA,0
1,0,"study",24,-38.3040176594,-301.559068581,"ABLLIGHTB.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"long",1,NA,NA,0
1,0,"study",0,-395.454555475,-156.091340144,"ADIAMCRYS.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"short",1,NA,NA,0
1,0,"test1",0,-395.454555475,-156.091340144,"ADIAMCRYS.png","corkscrew02.png",1,1,1,1.10475090519,-314,-184,86.1030655818,1.42704613507,16,1,116,"short",0,0,0,1
1,0,"study",23,152.14054709,-317.671960361,"Acompass20.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"long",1,NA,NA,0
1,0,"study",12,-9.96859590881,394.087294832,"ABEERBOT5.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"medium",1,NA,NA,0
1,0,"study",24,-67.7293091016,300.767416768,"Aboxofchocola.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"long",1,NA,NA,0
1,0,"study",25,150.640334525,194.97808303,"26374055.thl.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"long",1,NA,NA,0
1,0,"study",11,-157.466893647,139.114622269,"26421368.thl.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"medium",1,NA,NA,0
1,0,"study",25,-306.831861024,171.526311137,"ABPIECE2.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"long",1,NA,NA,0
1,0,"test1",10,174.229471821,-240.62846788,"26426317.thl.png","Aelectronicor.png",0,0,1,1.84155802429,110,-193,79.9618409184,2.15943326801,16,1,116,"medium",0,0,0,1
1,0,"study",1,-308.462873216,83.74871262,"AHARMONS2.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"short",1,NA,NA,0
1,0,"study",2,288.965645687,-43.5742422851,"Acamerabag.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"short",1,NA,NA,0
1,0,"test1",1,-308.462873216,83.74871262,"AHARMONS2.png","ACUTLERY5.png",1,1,1,1.25986550003,-264,13,83.5603221153,2.0079616867,16,1,116,"short",0,0,0,1
1,0,"test1",2,288.965645687,-43.5742422851,"Acamerabag.png","Aclamp62.png",0,0,1,1.12073628232,294,-25,19.2444069748,2.17769945785,16,1,116,"short",0,0,0,1
1,0,"test1",12,-9.96859590881,394.087294832,"ABEERBOT5.png","Agreencup2.png",0,0,1,1.41072899476,-25,409,21.1738490689,2.8013020698,16,1,116,"medium",0,0,0,1
1,0,"test1",11,-157.466893647,139.114622269,"26421368.thl.png","Arubberducky2.png",0,0,1,1.86683990061,-231,194,91.7579556142,3.29271524027,16,1,116,"medium",0,0,0,1
1,0,"test1",23,210.563858248,-292.042433638,"Adice10.png","22925624.thl.png",0,0,1,2.03860149533,200,-283,13.9054200654,1.8953464292,16,1,116,"long",0,0,0,1
1,0,"study",12,-263.75887153,57.6716871421,"AADDBOOK.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"medium",1,NA,NA,0
1,0,"test1",24,-38.3040176594,-301.559068581,"ABLLIGHTB.png","AHANDPRE3.png",0,0,1,1.43405696936,-36,-299,3.4434473097,1.60159338079,16,1,116,"long",0,0,0,1
1,0,"study",11,242.91004364,-240.565530955,"ABOWARRO8.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"medium",1,NA,NA,0
1,0,"test1",23,152.14054709,-317.671960361,"Acompass20.png","Apocketwatch.png",0,0,1,1.64374341816,149,-275,42.7873724021,2.47961834073,16,1,116,"long",0,0,0,1
1,0,"study",10,-359.131072887,-10.0968962849,"ABALLYAR4.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"medium",1,NA,NA,0
1,0,"test1",24,-67.7293091016,300.767416768,"Aboxofchocola.png","8021822.thl.png",1,1,1,1.56622477248,-90,273,35.5951275749,1.96338267066,16,1,116,"long",0,0,0,1
1,0,"test1",25,150.640334525,194.97808303,"26374055.thl.png","Acandlehold17.png",1,1,1,2.30227706954,185,222,43.7123621904,2.98716944456,16,1,116,"long",0,0,0,1
1,0,"test1",25,-306.831861024,171.526311137,"ABPIECE2.png","AMASCARA.png",1,1,1,1.97841545381,139,-276,631.700757846,2.54552087374,16,1,116,"long",0,0,0,1
1,0,"test1",12,-263.75887153,57.6716871421,"AADDBOOK.png","26687176.thl.png",1,1,1,1.6271849405,-296,1,65.2010006716,1.78258633427,16,1,116,"medium",0,0,0,1
1,0,"test1",11,242.91004364,-240.565530955,"ABOWARRO8.png","Acane116.png",1,1,1,1.17864605412,232,-224,19.8354699483,1.79003871232,16,1,116,"medium",0,0,0,1
1,0,"test1",10,-359.131072887,-10.0968962849,"ABALLYAR4.png","Abinocularca3.png",1,1,1,1.13258420117,-343,-7,16.4256591671,2.14792866446,16,1,116,"medium",0,0,0,1
1,0,"study",1,-38.2688892854,-225.387654234,"26434233.thl.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"short",1,NA,NA,0
1,0,"study",2,-130.24192425,-196.202597341,"8020414.thl.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"short",1,NA,NA,0
1,0,"test1",1,-38.2688892854,-225.387654234,"26434233.thl.png","Arecordplaye2.png",1,1,1,1.10848662071,-104,-223,65.7744616741,1.98810025491,16,1,116,"short",0,0,0,1
1,0,"test1",2,-130.24192425,-196.202597341,"8020414.thl.png","26377133.thl.png",1,1,1,0.82163650915,-173,-163,54.135621471,2.19345302507,16,1,116,"short",0,0,0,1
1,0,"study",24,293.738155046,-187.185050011,"26434250.thl.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"long",1,NA,NA,0
1,0,"study",11,-137.740428684,-279.601545317,"8255336.thl.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"medium",1,NA,NA,0
1,0,"study",25,-325.874716105,-191.08948116,"Aadjustablec2.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"long",1,NA,NA,0
1,0,"study",12,-265.827641073,-83.7122233549,"26424478.thl.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"medium",1,NA,NA,0
1,0,"study",0,14.1126023306,306.76737906,"ASKIPROP2.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"short",1,NA,NA,0
1,0,"test1",0,14.1126023306,306.76737906,"ASKIPROP2.png","ACAMLENSE.png",1,1,1,1.1716332268,-1,254,54.8888608195,1.76457428187,16,1,116,"short",0,0,0,1
1,0,"study",23,299.54320445,298.455948332,"26389125.thl.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"long",1,NA,NA,0
1,0,"study",0,96.5991301653,134.76865885,"Ahandheldmir3.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"short",1,NA,NA,0
1,0,"test1",0,96.5991301653,134.76865885,"Ahandheldmir3.png","ASHAMPO2.png",0,0,1,1.00808475539,86,164,31.0936145481,1.49975828081,16,1,116,"short",0,0,0,1
1,0,"study",24,-208.84067965,-21.7178491414,"8021410.thl.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"long",1,NA,NA,0
1,0,"study",25,233.947465327,117.661220669,"AOTOSCOP5.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"long",1,NA,NA,0
1,0,"test1",11,-137.740428684,-279.601545317,"8255336.thl.png","AJOYSTIC1.png",1,1,1,1.77039941214,-202,-241,74.9624693201,1.85137809068,16,1,116,"medium",0,0,0,1
1,0,"study",2,109.989325097,394.468989306,"9815480.thl.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"short",1,NA,NA,0
1,0,"test1",12,-265.827641073,-83.7122233549,"26424478.thl.png","ASAFE.png",0,0,1,1.69338572957,-250,-112,32.4146961958,1.37978464924,16,1,116,"medium",0,0,0,1
1,0,"test1",2,109.989325097,394.468989306,"9815480.thl.png","AHUNTVES2.png",0,0,1,1.99712874554,99,397,11.2770244848,2.35822842829,16,1,116,"short",0,0,0,1
1,0,"study",23,57.0030736382,393.102143813,"Agrater10.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"long",1,NA,NA,0
1,0,"study",1,-167.124542127,76.9228640056,"Afirstaidkit3.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"short",1,NA,NA,0
1,0,"study",10,-226.052921084,157.528137859,"AELEAGEN3.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"medium",1,NA,NA,0
1,0,"test1",1,-167.124542127,76.9228640056,"Afirstaidkit3.png","Acork6.png",1,1,1,1.28938427381,-169,74,3.4728196367,2.41484968737,16,1,116,"short",0,0,0,1
1,0,"test1",24,293.738155046,-187.185050011,"26434250.thl.png","26466258.thl.png",0,0,1,1.52842015401,252,-195,42.4634787782,2.64004769735,16,1,116,"long",0,0,0,1
1,0,"study",12,-209.954636824,-223.866609475,"ACLARINE5.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"medium",1,NA,NA,0
1,0,"test1",25,-325.874716105,-191.08948116,"Aadjustablec2.png","26424075.thl.png",1,1,1,1.44602284022,-250,-214,79.258213565,2.30043773726,16,1,116,"long",0,0,0,1
1,0,"study",11,-31.448451773,-427.201213085,"Abandleaders2.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"medium",1,NA,NA,0
1,0,"test1",23,299.54320445,298.455948332,"26389125.thl.png","ATOILBAG2.png",1,1,1,1.20722359419,260,314,42.4886168335,3.49709543027,16,1,116,"long",0,0,0,1
1,0,"test1",10,-226.052921084,157.528137859,"AELEAGEN3.png","AARROWS2.png",0,0,1,2.3528467752,-274,138,51.7713293709,2.82426931709,16,1,116,"medium",0,0,0,1
1,0,"study",10,-264.697505199,335.304547779,"ACHEESEGR.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"medium",1,NA,NA,0
1,0,"test1",24,-208.84067965,-21.7178491414,"8021410.thl.png","Acamcorde.png",1,1,1,1.87458264455,-199,14,37.0486669565,3.6555840075,16,1,116,"long",0,0,0,1
1,0,"test1",25,233.947465327,117.661220669,"AOTOSCOP5.png","Abottleofwin4.png",0,0,1,1.17769321613,204,83,45.8066687041,2.25557316281,16,1,116,"long",0,0,0,1
1,0,"test1",12,-209.954636824,-223.866609475,"ACLARINE5.png","Aboardgame2.png",0,0,1,1.19383301772,-208,-273,49.1722550794,3.28925683163,16,1,116,"medium",0,0,0,1
1,0,"test1",11,-31.448451773,-427.201213085,"Abandleaders2.png","Achampagnebo2.png",1,1,1,0.991045935079,-16,-415,19.6856359542,1.77664302103,16,1,116,"medium",0,0,0,1
1,0,"test1",23,57.0030736382,393.102143813,"Agrater10.png","AELECRAZ7.png",0,0,1,1.5026844088,82,404,27.2692060207,1.81796911359,16,1,116,"long",0,0,0,1
1,0,"test1",10,-264.697505199,335.304547779,"ACHEESEGR.png","AANTIRO13.png",1,1,1,1.95022425056,-263,164,171.312958102,5.09621334821,16,1,116,"medium",0,0,0,1
1,0,"study",1,204.804251746,176.646698753,"ACURLER.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"short",1,NA,NA,0
1,0,"study",2,53.9833393101,-340.607522363,"ASCALE30.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"short",1,NA,NA,0
1,0,"test1",1,204.804251746,176.646698753,"ACURLER.png","8021504.thl.png",0,0,1,1.75360755809,157,236,76.2106347817,3.15890449099,16,1,116,"short",0,0,0,1
1,0,"test1",2,53.9833393101,-340.607522363,"ASCALE30.png","Apairofrubbe3.png",1,1,1,1.58230073191,118,-343,64.0613518053,1.85048824362,16,1,116,"short",0,0,0,1
2,2,"study",10,-121.402832718,369.553937848,"Ablackleather.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"medium",1,NA,NA,0
2,2,"study",2,-51.357445029,227.069771577,"26373407.thl.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"short",1,NA,NA,0
2,2,"study",25,-182.619801161,-107.68027569,"ASUNBOX5.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"long",1,NA,NA,0
2,2,"study",12,169.106689877,219.745752872,"ACHAIR.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"medium",1,NA,NA,0
2,2,"test1",2,-51.357445029,227.069771577,"26373407.thl.png","ADRESS2.png",1,1,1,0.957164598629,-72,214,24.4322329068,2.45766729303,16,1,116,"short",0,0,0,1
2,2,"study",1,-382.144331212,-185.135356457,"AMAKEUPMI.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"short",1,NA,NA,0
2,2,"study",24,-328.003144286,-216.120621734,"ADOGTOY.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"long",1,NA,NA,0
2,2,"test1",1,-382.144331212,-185.135356457,"AMAKEUPMI.png","ALUNCHBO3.png",0,0,1,1.00816375017,-378,-160,25.4747252278,2.37467103451,16,1,116,"short",0,0,0,1
2,2,"study",10,-379.634198488,57.6412064102,"26391514.thl.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"medium",1,NA,NA,0
2,2,"test1",10,-121.402832718,369.553937848,"Ablackleather.png","Aframe196.png",0,0,1,1.42816974223,-179,358,58.7445925909,1.91316456348,16,1,116,"medium",0,0,0,1
2,2,"study",12,-49.4013404113,-265.2958577,"AWALKER11.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"medium",1,NA,NA,0
2,2,"study",23,-241.324148532,-313.502919702,"ACOMB5.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"long",1,NA,NA,0
2,2,"study",24,-30.8167691859,394.427551998,"ACURLIR13.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"long",1,NA,NA,0
2,2,"test1",12,169.106689877,219.745752872,"ACHAIR.png","AFLUTE6.png",0,0,1,2.4317760393,-317,-221,656.168067356,3.83440727554,16,1,116,"medium",0,0,0,1
2,2,"study",11,-351.06546624,169.229105506,"8055181.thl.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"medium",1,NA,NA,0
2,2,"study",25,-262.441796627,154.478759904,"ADRUM12.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"long",1,NA,NA,0
2,2,"study",2,213.538548844,361.585284452,"Abicycleshoe.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"short",1,NA,NA,0
2,2,"test1",10,-379.634198488,57.6412064102,"26391514.thl.png","Abicyclerepa3.png",1,1,1,1.43741945177,-374,15,43.0118201977,1.99588444643,16,1,116,"medium",0,0,0,1
2,2,"test1",2,213.538548844,361.585284452,"Abicycleshoe.png","Acampingknife.png",1,1,1,1.44658976421,185,384,36.2886792709,1.70168830827,16,1,116,"short",0,0,0,1
2,2,"study",23,21.3413093275,215.055474092,"Asandal7.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"long",1,NA,NA,0
2,2,"test1",12,-49.4013404113,-265.2958577,"AWALKER11.png","ALACES4.png",1,1,1,1.00051614083,-85,-260,35.9904247445,1.62477400154,16,1,116,"medium",0,0,0,1
2,2,"test1",25,-182.619801161,-107.68027569,"ASUNBOX5.png","Acannedaspa10.png",1,1,1,1.54513817653,-200,-207,100.828958879,2.27264662459,16,1,116,"long",0,0,0,1
2,2,"test1",11,-351.06546624,169.229105506,"8055181.thl.png","driverlicencepitt.png",0,0,1,1.09843566082,-292,151,61.8144771857,2.44678047299,16,1,116,"medium",0,0,0,1
2,2,"test1",24,-328.003144286,-216.120621734,"ADOGTOY.png","26440422.thl.png",1,1,1,1.07529507391,-309,-198,26.257883098,2.58850070648,16,1,116,"long",0,0,0,1
2,2,"study",1,138.333787566,50.9179076141,"ACUSHIO60.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"short",1,NA,NA,0
2,2,"study",11,-51.2369293089,-398.103106906,"Acompactdisc2.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"medium",1,NA,NA,0
2,2,"test1",1,138.333787566,50.9179076141,"ACUSHIO60.png","Ahandbag50.png",0,0,1,1.29422098398,159,21,36.3617042005,2.00853184983,16,1,116,"short",0,0,0,1
2,2,"test1",23,-241.324148532,-313.502919702,"ACOMB5.png","ADOLL69.png",1,1,1,1.67934848368,-111,-192,178.177841459,3.74073923193,16,1,116,"long",0,0,0,1
2,2,"test1",24,-30.8167691859,394.427551998,"ACURLIR13.png","8052266.thl.png",0,0,1,1.12866642885,-6,424,38.6057212556,2.59955142997,16,1,116,"long",0,0,0,1
2,2,"study",0,221.410314503,137.179054706,"AFLOURBA2.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"short",1,NA,NA,0
2,2,"test1",0,221.410314503,137.179054706,"AFLOURBA2.png","Abeany2.png",1,1,1,1.43472649343,202,127,21.9174237498,2.21695945784,16,1,116,"short",0,0,0,1
2,2,"test1",25,-262.441796627,154.478759904,"ADRUM12.png","26432148.thl.png",0,0,1,1.44380576722,-254,165,13.4892706789,3.16556998342,16,1,116,"long",0,0,0,1
2,2,"test1",11,-51.2369293089,-398.103106906,"Acompactdisc2.png","Agardeningrak.png",0,0,1,1.54115957953,-32,-382,25.0872378168,2.60693896748,16,1,116,"medium",0,0,0,1
2,2,"test1",23,21.3413093275,215.055474092,"Asandal7.png","Atennisball2.png",1,1,1,1.19771445543,17,185,30.36739188,2.24157610908,16,1,116,"long",0,0,0,1
2,2,"study",0,120.692529463,130.064893825,"ABABYDOLL.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"short",1,NA,NA,0
2,2,"test1",0,120.692529463,130.064893825,"ABABYDOLL.png","Ababmonit.png",1,1,1,1.02370093204,138,149,25.653202183,1.89627331123,16,1,116,"short",0,0,0,1
2,2,"study",25,280.869364655,115.371757762,"excedrin.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"long",1,NA,NA,0
2,2,"study",11,22.3498490354,-358.144215325,"Acprmask2.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"medium",1,NA,NA,0
2,2,"study",12,280.142130527,47.5553477064,"Achildsplaype.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"medium",1,NA,NA,0
2,2,"study",1,12.3474901878,315.684483424,"26387690.thl.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"short",1,NA,NA,0
2,2,"study",23,-125.106649559,-316.591174357,"AFIREPANT.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"long",1,NA,NA,0
2,2,"test1",1,12.3474901878,315.684483424,"26387690.thl.png","26378596.thl.png",1,1,1,1.27127561718,-21,271,55.7562387603,2.5503846053,16,1,116,"short",0,0,0,1
2,2,"study",24,347.793079147,-39.0621495652,"Agraduationh2.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"long",1,NA,NA,0
2,2,"study",10,160.344395029,-265.73244461,"26424087.thl.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"medium",1,NA,NA,0
2,2,"study",1,109.198189303,-383.85117199,"26442719.thl.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"short",1,NA,NA,0
2,2,"study",23,213.57957954,-16.5872227599,"ACOOKCUTT.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"long",1,NA,NA,0
2,2,"test1",1,109.198189303,-383.85117199,"26442719.thl.png","22822309.thl.png",1,1,1,1.2288202364,164,-321,83.3876985905,2.26640304364,16,1,116,"short",0,0,0,1
2,2,"test1",11,22.3498490354,-358.144215325,"Acprmask2.png","Asewingpin.png",0,0,1,1.22885940596,-1,-386,36.3477673292,2.00225219876,16,1,116,"medium",0,0,0,1
2,2,"test1",12,280.142130527,47.5553477064,"Achildsplaype.png","22910996.thl.png",0,0,1,1.35818179138,220,61,61.6265733241,2.83576806448,16,1,116,"medium",0,0,0,1
2,2,"study",24,65.9542555511,-130.518083762,"Aantiquecigar.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"long",1,NA,NA,0
2,2,"study",11,390.348265338,-88.4132718418,"26421740.thl.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"medium",1,NA,NA,0
2,2,"test1",10,160.344395029,-265.73244461,"26424087.thl.png","ACURLRIB2.png",0,0,1,1.93715783022,180,-247,27.1522980217,1.67727825046,16,1,116,"medium",0,0,0,1
2,2,"study",2,11.722277047,-216.641587966,"Abooties4.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"short",1,NA,NA,0
2,2,"study",25,151.510858337,-205.944781681,"APUTTER.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"long",1,NA,NA,0
2,2,"study",12,18.8335675267,376.265594412,"ABANJO5.png",NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1,116,"medium",1,NA,NA,0
2,2,"test1",2,11.722277047,-216.641587966,"Abooties4.png","Aglasscontai3.png",1,1,1,0.981591841206,-10,-194,31.3767242671,2.84963427484,16,1,116,"short",0,0,0,1
2,2,"test1",25,280.869364655,115.371757762,"excedrin.png","changepurse03.png",0,0,1,1.38244628161,300,-6,122.870194885,2.54285608791,16,1,116,"long",0,0,0,1
2,2,"test1",23,-125.106649559,-316.591174357,"AFIREPANT.png","Acalligraphy2.png",1,1,1,1.14364303276,-177,-278,64.6699200425,2.50127425976,16,1,116,"long",0,0,0,1
2,2,"test1",11,390.348265338,-88.4132718418,"26421740.thl.png","8031659.thl.png",0,0,1,1.29672697559,230,-184,186.677231597,2.31228838488,16,1,116,"medium",0,0,0,1
2,2,"test1",24,347.793079147,-39.0621495652,"Agraduationh2.png","Aclock213.png",1,1,1,0.769328799099,357,-130,91.402735371,3.69802320004,16,1,116,"long",0,0,0,1
2,2,"test1",23,213.57957954,-16.5872227599,"ACOOKCUTT.png","Aextensionco8.png",0,0,1,1.71429127268,265,20,63.1085137648,2.58956198953,16,1,116,"long",0,0,0,1
