block, lag, studiedX, studiedY, image, recalledX, recalledY, recallError, recallRT, conf, confRT
1,0,252.857958493,270.210486138,8079958.thl.png,264,175,95.8602199017,4.14549532719,5,1.079
1,1,368.901977044,-21.7779085512,AKNEEBRA2.png,300,-17,69.067436978,1.85208457988,4,0.774
1,2,123.491506344,-166.423119018,Abinder6.png,-36,-188,160.944407759,3.77359194588,0,0.905
1,10,-380.527207688,86.0249805334,Aruler12.png,-333,72,49.5533606284,1.64365571644,4,1.195
1,1,175.010157237,-204.581719305,Athimble2.png,115,-180,64.8496715147,2.64356454741,3,0.859
1,23,340.517647224,197.839867541,Aenvelope2.png,342,156,41.8661185876,2.19935256056,4,1.033
1,23,152.965976657,141.212756276,Atoothbrush3.png,314,-34,237.973667946,3.59046292305,2,0.986
1,12,190.484673445,-73.1514747883,8245563.thl.png,151,-69,39.7023195794,4.76994635165,3,1.023
1,2,-175.237425383,22.2236745825,Aflashlight3.png,-142,18,33.5047141917,3.1586144343,3,1.808
1,11,388.69545651,76.0822174361,Abikinitop5.png,349,94,43.5519942084,3.70796960313,3,1.958
1,12,-207.99254253,350.172312968,8023968.thl.png,-151,29,326.189828967,3.39863467775,0,1.247
1,24,-48.2729374608,207.492768726,ABLUCAND5.png,-90,221,43.858785264,5.01375380624,0,1.641
1,25,257.913171972,-112.168051373,26685948.thl.png,276,-129,24.7072427174,2.69568126556,1,1.145
1,24,-10.162847938,-352.679000579,Ahotwaterbot2.png,-43,-343,34.2339248078,2.00636173878,0,1.253
1,11,176.508959232,314.029213764,8244991.thl.png,277,257,115.545577575,2.36798644532,1,1.701
1,25,319.256740965,58.6214589331,Agarbagebag.png,321,270,211.385729357,2.10470664687,2,1.177
1,10,-335.042323351,-2.28095992338,Agreenlighter.png,-323,-18,19.8016608549,2.99397720676,3,1.28
1,0,-94.2686939504,-398.639351164,26444138.thl.png,-96,-331,67.661504909,2.2991653569,5,1.076
1,0,291.160399874,-7.62883313192,ASTAMPS.png,292,-12,4.45107045109,2.29218727443,5,0.988
1,0,-180.998947713,211.810592203,AANTHAT2.png,-155,170,49.2348545496,2.28164967801,3,0.697
1,10,-239.761429311,-304.379845868,ABLACSUI3.png,-255,-233,72.9883307982,2.16958137136,4,1.207
1,1,175.331975519,-327.120620229,22925228.thl.png,155,-285,46.7711008742,5.14909942914,2,1.067
1,2,98.9953158512,-324.872208268,045.png,152,-251,90.9208430237,3.45075299311,0,1.028
1,12,-334.848870424,170.365970499,AFISHNET3.png,-197,-136,335.950024493,5.00394795835,0,2.931
1,11,317.169624405,-83.1385783481,ADOGLEAS2.png,299,-112,34.1044998611,1.70221573673,1,1.058
1,23,104.688040347,122.524361449,Ajacket12.png,220,196,136.731552684,2.19515824411,3,0.997
1,24,56.2235675336,-157.033710034,26372785.thl.png,-113,-244,190.262322595,5.09225347452,0,1.48
1,23,-285.770450956,-262.924760235,26687325.thl.png,-285,-224,38.9323843871,2.17605077848,5,1.226
1,24,-234.810857889,-63.5355137699,26375982.thl.png,-289,-5,79.7675967736,2.8418288948,0,0.986
1,25,167.979969787,-265.792624641,Akazoo2.png,230,-157,125.229067408,2.49757105298,1,1.268
1,25,-292.161013156,-148.120519843,Aearsyringe.png,-256,-66,89.7295862674,4.04286627006,3,1.896
1,12,-178.264416189,-128.112882385,Ababybottle15.png,-254,-20,132.001037848,3.82935312111,0,0.986
1,11,249.542374132,60.0695816113,Abackpack11.png,383,50,133.836969392,2.22078540735,2,1.242
1,10,-251.732743985,93.6009460259,A1OCLOC2.png,-231,71,30.6700087125,2.66668679472,0,0.862
1,1,-385.258261352,148.179480111,Abaseballcap.png,-322,84,90.1144455491,1.75884901639,5,1.326
1,2,-50.688316801,-305.091479111,Adecorati133.png,-96,-238,80.959342905,3.88636224996,3,0.84
1,0,-252.405892341,259.387234328,Ablanket2.png,-211,173,95.797714876,1.68625983037,5,1.266
1,0,217.887119204,219.466345306,26387436.thl.png,-203,-107,532.659592732,3.62534458842,0,0.842
1,11,45.5940892239,350.484998622,AKEYHOL10.png,248,-257,640.31724658,3.77145369165,0,1.094
1,12,-366.865607201,-59.3516932858,ABISHOP2.png,-329,-20,54.6109876593,2.38205562066,1,0.804
1,2,278.125542105,-196.665194173,23029830.thl.png,219,-222,64.3248172601,2.22591849975,3,1.013
1,1,-126.669229966,299.301918371,ACANE2.png,-253,-8,332.255823864,2.51420687698,1,1.382
1,24,213.704665174,-155.534879572,Apaperclip6.png,304,-192,97.3804523465,2.26990616973,0,2.467
1,25,-119.271274006,112.368401626,AAXE4.png,-143,98,27.7399243435,2.63637773599,1,0.728
1,23,-342.694241125,-121.691222945,26433942.thl.png,-183,-71,167.546562878,3.08717879094,2,1.881
1,10,72.2523447721,-253.442619003,A52ZX.png,-340,-7,480.297782871,5.00174724683,0,1.774
1,24,363.182968726,-186.825021131,ADANGEAR5.png,288,-207,77.8428452637,4.08089990634,0,1.2
1,25,179.22419214,262.598939238,Anailbrush3.png,-271,-275,701.22353259,4.67166785244,0,0.904
1,12,149.287352444,383.239735816,Anailscissors.png,-370,125,579.954408176,4.52656817064,0,1.712
1,11,-355.749343052,-180.269541717,ACOMB11.png,208,383,796.922768164,3.47291406244,0,1.406
1,23,-221.369312023,-12.9217820768,8048786.thl.png,-268,-21,47.3252434332,1.74609340075,3,0.987
1,10,-63.3679386827,385.279963599,Abottleopener.png,-173,376,110.024118234,2.25703239255,2,1.323
1,1,358.780517244,144.242942645,ACOLOGNE.png,339,115,35.3046534749,1.71038327832,4,2.5
