block, lag, studiedX, studiedY, image, recalledX, recalledY, recallError, recallRT, conf, confRT
1,0,-122.228222574,331.167567532,26433942.thl.png,-188,-278,612.707966358,2.319915339,5,1.289
1,1,-178.266636143,151.91887127,Ascarf7.png,-170,207,55.6980072827,2.04901810666,5,1.01
1,2,-75.9279771087,379.813776546,Aflask19.png,-81,403,23.7344975564,1.99922991858,5,1.273
1,10,135.056828462,351.949581096,ABABYPIN2.png,196,307,75.7267125778,2.11990865937,5,1.167
1,1,295.408787879,64.0079106331,AFISHNET3.png,314,-51,116.500869852,2.61619242257,5,1.822
1,23,331.605442387,-61.8925708625,ADECKCARD.png,289,-228,171.484406684,3.09161652916,3,2.004
1,23,-137.00452198,-317.648312997,ATIE16.png,-185,305,624.495386362,5.00143939967,3,1.992
1,12,-258.586446061,201.650854606,Aearsyringe.png,-264,81,120.772245501,2.12564860412,5,1.109
1,2,-412.720955981,5.1519044525,Abandage3.png,-335,2,77.7848410697,2.54687546112,5,1.071
1,11,32.761756035,254.744888174,Alipstick3.png,-6,240,41.4715017595,3.30366482958,4,1.153
1,12,-267.075765886,-16.7965162085,Aclothespin2.png,236,-4,503.238489236,5.10259257292,2,2.244
1,24,175.278697747,215.926901731,Abottleopener.png,345,20,259.215491937,2.69927765056,3,1.742
1,25,390.548245668,-160.436796604,Alanter59.png,240,-245,172.672260778,2.9851337329,2,1.273
1,24,-295.511062765,-180.899422947,Aspraybottle4.png,-246,-295,124.379608537,2.07228917372,5,1.102
1,11,204.525924978,-358.465855579,26387436.thl.png,181,-350,25.0027969782,1.9693094939,5,0.98
1,25,-34.1724814746,-248.814407767,Ahighlightin2.png,-6,-188,67.0229878806,2.8345526756,4,0.781
1,10,-362.890918717,-202.82899434,ABROKUMBR.png,-320,-243,58.7651308529,2.12085766264,5,1.134
1,0,276.792567876,-54.9821800596,Abaseballcap.png,273,-57,4.29594790556,2.03918419266,5,1.107
1,0,-67.8352811366,301.767410321,ADOGLEAS2.png,-121,303,53.1790053417,2.18479883007,5,1.109
1,0,231.381284138,-270.290877635,26424973.thl.png,214,-253,24.5170040516,2.05486519658,5,1.245
1,10,-118.165956884,-391.512523723,Apaperclip6.png,-168,-280,122.141208445,2.76399627363,4,1.011
1,1,147.889666399,-231.344533785,Asafetybelt.png,144,-165,66.4584582112,1.90986811521,5,1.159
1,2,-191.578935181,-123.808247371,Aruler12.png,-174,-108,23.6414814903,2.30692740052,5,0.889
1,12,22.8462187173,183.671009963,26687325.thl.png,0,190,23.7066620293,2.38171171653,5,1.315
1,11,-80.6276696201,150.868518131,26444138.thl.png,-137,164,57.881563978,2.63771443826,4,1.111
1,23,330.084475982,110.581794948,Ababybottle15.png,236,153,103.204615888,2.42402005999,5,0.926
1,24,-280.223201886,-286.295616979,Athimble2.png,-303,-193,96.0356948216,1.97913730273,5,1.159
1,23,153.444039818,-352.372235933,ACOMB11.png,145,-256,96.7414578514,3.58059936692,2,0.734
1,24,-60.5048257812,-327.69324851,22949719.thl.png,-40,-261,69.7741877567,3.15749227151,4,1.385
1,25,217.202451488,-124.833795176,Akazoo2.png,250,-127,32.8690071603,2.33692627877,5,0.986
1,25,215.950539985,-66.3500964707,ADART3.png,210,-211,144.772247054,2.45812383958,3,0.923
1,12,-240.085884384,287.043946659,ACANE2.png,-200,318,50.6473628666,3.61309466243,2,0.847
1,11,-0.812507206428,-353.36560688,ADANGEAR5.png,152,-353,152.812944567,3.25094021542,5,1.529
1,10,318.949329031,223.142653351,Abinder6.png,286,203,38.618451129,2.40521012631,5,0.822
1,1,-151.717753381,-84.4431338258,ACANOPEN6.png,-178,-114,39.5520521007,2.18694204104,5,1.129
1,2,102.106840482,-190.706979097,AAXE4.png,104,-158,32.7617236211,2.18162546447,5,1.007
1,0,210.701040088,345.083373696,Aenvelope2.png,206,306,39.3650844962,1.70446262509,5,0.816
1,0,-317.656620135,37.8710700823,Agarbagebag.png,-296,74,42.1225447078,1.64278848434,5,0.928
1,11,146.967375646,66.7368097378,8245563.thl.png,135,86,22.6779315397,2.7572844926,4,0.883
1,12,9.03179009581,-210.75249679,26425322.thl.png,-13,-185,33.8908669959,2.21493758401,5,1.172
1,2,-336.848702496,-43.7863702534,Adiamondring3.png,-210,-113,144.503009892,2.28730400815,5,2.226
1,1,258.89407346,-5.90796646927,APOWEDCAS.png,259,13,18.9082631787,2.55423406744,5,1.634
1,24,201.979182882,96.2052922753,26432899.thl.png,206,97,4.09860106153,2.40396483336,5,0.751
1,25,397.064444182,104.273637635,AKNEEBRA2.png,432,85,39.8994507236,1.91584376665,5,0.854
1,23,-196.151643613,44.5420529307,8250565.thl.png,-202,-133,177.63835124,4.76634038542,0,1.274
1,10,299.018222905,-271.724551637,A52ZX.png,292,-269,7.52852139369,2.42800632468,5,1.164
1,24,146.494669633,-0.0376578921335,Ajacket12.png,160,-17,21.6821354602,2.65577798057,3,0.919
1,25,168.855594362,391.622953541,Athermosand12.png,121,375,50.660443111,3.2991047136,3,1.33
1,12,-386.658563694,80.2465873079,ACOMPAS20.png,-386,96,15.7671721493,1.87794101995,5,2.435
1,11,70.9127385422,365.654094749,26418207.thl.png,-29,398,105.018155142,1.81253030582,5,1.011
1,23,30.9703207264,-255.945321959,Adayplanner.png,5,-194,67.1690439951,2.23563274858,4,0.969
1,10,-331.041706617,-113.53226204,A4DOMINO.png,-291,-169,68.4105856078,1.93463878625,4,2.383
1,1,-133.259303109,82.3912589364,26687931.thl.png,-162,70,31.2980982775,1.66181142698,5,0.794
