block, lag, studiedX, studiedY, image, recalledX, recalledY, recallError, recallRT, conf, confRT
1,0,-103.534197041,-159.84131477,Athermosand12.png,-134,136,297.405865232,4.34124162793,2,2.105
1,1,69.5639156677,311.492603839,AFISHHOO9.png,104,248,72.2298736424,2.42502483912,4,0.768
1,2,75.653313923,247.782175024,Ajacket12.png,111,210,51.7385829547,2.53537237272,4,1.198
1,10,287.519009501,8.35448659728,26440756.thl.png,268,14,20.3190441087,2.76958649233,4,0.612
1,1,-326.558343511,-207.071233028,ACOLOGNE.png,-308,-245,42.2256258435,2.94423778914,4,1.331
1,23,-17.6366786307,164.443448399,26372785.thl.png,-117,134,103.922438308,3.58910106495,3,1.124
1,23,249.494203095,166.915138398,8245563.thl.png,-172,-118,508.757308873,5.07303800993,2,1.088
1,12,31.6611101607,-233.513871749,22925228.thl.png,-160,-202,194.234665445,4.64108658768,2,1.209
1,2,293.813286946,-311.487650303,Ablouse2.png,234,-252,84.3588159819,2.8860683199,3,0.712
1,11,71.6459194464,146.886709414,Aelasticbands.png,117,129,48.7537382825,4.53104164265,3,1.201
1,12,390.431040962,53.0438961394,AAXE4.png,395,17,36.3323249407,3.00038397871,3,0.727
1,24,114.249187269,-172.125987066,8023968.thl.png,128,-167,14.6751693061,3.02983486094,4,0.906
1,25,-104.859261076,163.488651554,Alipstick3.png,-147,147,45.2517127539,4.82240841165,3,1.589
1,24,-118.453065039,392.22710522,A4DOMINO.png,-137,359,38.0529804058,4.0043472629,3,1.334
1,11,149.522542293,67.4190794069,26433942.thl.png,159,68,9.49524477405,3.10706218518,4,0.563
1,25,49.459737528,364.06996799,045.png,187,301,151.311416169,4.1512963511,3,1.058
1,10,-162.349807505,363.750203955,ACUPEANE2.png,-256,316,105.121075585,4.30480048619,3,1.139
1,0,-125.939250619,254.517101595,Ahotwaterbot2.png,116,261,242.02609149,5.00943866372,2,1.328
1,0,-310.203304999,227.96012478,Aspraybottle4.png,-321,230,10.9877073979,2.69899084046,5,0.826
1,0,-169.91242764,118.214026108,8079958.thl.png,-152,122,18.3081583524,2.18455077149,5,0.942
1,10,208.974351235,33.0504146142,26687325.thl.png,118,-149,203.515812761,3.27287327498,2,0.757
1,1,129.972666846,-375.993659453,Afloweredsan3.png,188,-357,61.0567808877,2.39547032863,4,0.948
1,2,171.419508152,-114.651975277,8250565.thl.png,158,-181,67.6915325845,3.17888349667,3,0.676
1,12,161.526557703,15.5068595526,AKEYHOL10.png,192,3,32.9401308634,3.49142062105,4,0.592
1,11,146.205347546,202.466621591,26425322.thl.png,107,166,53.5431953334,3.23208541051,4,1.268
1,23,-315.808500445,-129.958813749,26418207.thl.png,-318,-219,89.0681509817,3.23614467867,3,0.832
1,24,248.543645821,-130.925792034,Anailpolish.png,271,-244,115.282541394,2.40746282972,3,1.983
1,23,-257.145864608,11.2710426106,Adayplanner.png,-273,10,15.9050041916,2.94561285898,3,2.433
1,24,-359.518091549,-43.4564108735,Atennisball2.png,-371,-70,28.9205177234,2.05089963041,4,0.62
1,25,-403.528165189,13.9270738812,8059226.thl.png,-385,0,23.1787897047,2.60129036382,4,0.787
1,25,-37.3288131794,214.449967644,APOWEDCAS.png,-260,-176,449.48151761,3.16249178536,2,0.851
1,12,-223.026625146,-360.398326477,Ascarf7.png,-175,-263,108.595537309,3.79704822041,2,0.952
1,11,-178.176714329,-93.9022690364,Adiamondring3.png,-167,-288,194.419258584,3.54505644739,2,1.19
1,10,-67.5915190125,-289.711053769,Abandage3.png,-320,-114,307.545794462,4.51406134665,2,0.801
1,1,295.219989429,-252.18468361,ASTAMPS.png,283,-310,59.0926302587,2.52029090375,5,0.929
1,2,259.212117201,62.0568052699,ABLACSUI3.png,289,74,32.0929565793,2.27478603646,5,1.307
1,0,263.204941113,216.611183501,Aairtank7.png,280,213,17.1789012833,2.24750693887,5,0.603
1,0,-42.1470920104,349.288379206,26685948.thl.png,-31,351,11.277734969,2.59441206977,5,0.989
1,11,-213.59413941,-165.862224975,26432848.thl.png,13,-366,302.324383745,5.00869100727,2,1.381
1,12,314.682197364,-186.033802173,ACASSETT2.png,249,-263,101.182738936,2.4709409792,4,0.73
1,2,120.158543172,117.576457411,ABABYPIN2.png,88,217,104.495036819,3.67800380476,3,0.847
1,1,-165.988935155,-264.09728272,Akazoo2.png,-176,-304,41.1393760973,2.53158998489,4,0.738
1,24,-186.808990956,-35.1151749143,Abikinitop5.png,-187,5,40.115629658,2.7903624773,4,0.989
1,25,-138.738292803,30.3817122535,Agreenlighter.png,-143,26,6.11240955018,2.87796268612,4,0.564
1,23,-226.040830747,-282.753164207,26444138.thl.png,-205,-309,33.6394552224,2.33608951978,4,0.947
1,10,196.338486552,-357.247640302,26387436.thl.png,215,-156,202.111021004,3.94162611105,1,0.798
1,24,-5.37786753092,-412.220587742,8026164.thl.png,-75,-329,108.503030159,5.0184217561,2,1.442
1,25,-2.98793944414,-275.067370277,Ablanket2.png,-357,-22,435.163915,3.40941836685,1,0.642
1,12,-358.243235942,149.397872627,Ababybottle15.png,-288,267,136.983110486,2.7930623237,3,0.737
1,11,323.452466412,-80.5322396196,Anailbrush3.png,319,-94,14.1846757742,4.96233235858,4,0.907
1,23,-113.567390538,-364.037293274,Alock34.png,-112,-347,17.1092394685,2.63858380914,4,1.332
1,10,257.690191609,301.537046523,Aruler12.png,285,288,30.4807687393,2.38162638806,4,1.071
1,1,-126.827635556,-83.1837804017,Aclothespin2.png,-169,-107,48.4326402207,2.8802976571,4,1.082
1,2,-314.740958863,-69.529923365,ADOGLEAS2.png,-286,6,80.8134397231,2.49737434462,3,3.27
2,2,199.43357132,349.955159542,ACANE2.png,253,330,57.1626685339,2.52448335662,4,1.016
2,1,138.819060921,49.5222324026,A52ZX.png,186,53,47.3089408025,2.43133158237,4,0.594
2,10,236.23956721,212.313160417,ABISHOP2.png,301,272,88.0706107316,2.60126697086,4,0.924
2,12,62.146854538,353.984997904,Agarbagebag.png,28,363,35.3168223036,2.94149841554,4,0.865
2,10,-88.734029593,392.422561625,26375982.thl.png,-166,339,93.9361499824,2.15420093574,4,0.894
