block, lag, studiedX, studiedY, image, recalledX, recalledY, recallError, recallRT, conf, confRT
1,0,11.2458657065,-324.038342403,Aspraybottle4.png,25,-315,16.4580631776,2.41526942204,5,1.087
1,1,-269.272879618,19.9238809657,Alipstick3.png,-317,-24,64.8628193883,3.25140409771,5,0.935
1,2,-230.265817536,-183.621993119,26687325.thl.png,-10,295,526.873839426,3.63915577176,1,0.877
1,10,51.682216159,346.537940205,ADECKCARD.png,221,233,203.861167933,4.02753086969,1,1.309
1,1,-150.655022434,-109.956785094,Acamera101.png,-229,-265,173.713367356,2.72280447516,2,2.41
1,23,278.722726306,45.1542979881,Abottleopener.png,231,145,110.664460493,4.37577410395,4,1.35
1,23,332.898164787,-79.1793069101,8023968.thl.png,293,-100,45.0040533077,2.41180090375,5,0.691
1,12,-162.942665017,-394.159528471,APOWEDCAS.png,-161,-319,75.1846305259,2.13711400065,4,0.826
1,2,-199.345848405,-62.753716262,Adiamondring3.png,-183,-24,42.059924919,2.64847878437,1,1.316
1,11,-124.770906189,-167.452090707,Aspoolofthre6.png,-233,-154,109.061888355,3.40490700972,0,0.69
1,12,237.962809806,-321.807983241,26687931.thl.png,-240,-90,531.209364236,3.54794610266,0,1.049
1,24,82.9403095788,-317.889411355,ACUPEANE2.png,138,-329,56.1695174389,2.53421603146,5,1.019
1,25,45.8257906042,-261.321722321,26433942.thl.png,52,-311,50.0604847643,4.00035625296,5,0.746
1,24,-203.572361884,229.166058991,ACURLINGI.png,156,147,368.840812114,4.58051365027,0,0.916
1,11,-127.876957328,375.12222353,Aairtank7.png,-206,300,108.381540238,2.3479430711,5,1.021
1,25,180.309635049,43.586971445,Aearsyringe.png,136,242,203.300451693,4.57907686408,1,1.502
1,10,-296.178181414,88.1336468094,Aashtray67.png,-330,142,63.60424057,1.86260422704,5,1.058
1,0,-250.939892881,-111.867468946,Abikinitop5.png,-254,-157,45.2361538474,1.49170332554,5,2.077
1,0,-101.947575709,179.73167151,ADART3.png,-152,209,57.9817232412,2.14196788595,5,1.427
1,0,-80.3856778764,-221.594998269,A1OCLOC2.png,-108,-194,39.0388872253,2.50654229367,5,0.532
1,10,185.055582367,282.892444019,AKNEEBRA2.png,267,230,97.5320368677,4.77949758273,4,0.74
1,1,-264.321441197,192.293296875,ADOGLEAS2.png,-280,202,18.4401000997,2.54175016128,5,0.62
1,2,116.470545873,-404.505541522,8250565.thl.png,402,12,504.979143423,5.0098539199,3,1.605
1,12,-368.356455527,24.9486191265,AFISHHOO9.png,-387,17,20.2672715608,2.17056675965,5,0.776
1,11,354.032834634,206.583287047,AANTHAT2.png,320,227,39.6872271773,2.79550424132,3,0.878
1,23,-17.0241992846,-183.779052063,Agreenlighter.png,0,-230,49.2564654583,2.72365988827,4,1.043
1,24,61.0971667213,177.851385851,APLASCONT.png,116,142,65.5716628544,5.01024795001,4,1.515
1,23,358.677191,149.723795315,Abinder6.png,390,91,66.5552589944,4.90918398809,5,0.782
1,24,162.784300196,-353.259404907,AAXE4.png,170,-350,7.91770446546,3.21426321907,5,0.923
1,25,-383.220595456,-140.274788305,Akazoo2.png,-351,-55,91.1589616659,3.73593688168,3,1.124
1,25,288.907613109,-285.930461573,Anailscissors.png,150,-326,144.571411038,3.70259896993,3,0.907
1,12,-293.772324659,-306.125274523,ABABYPIN2.png,-131,-333,164.975999904,4.73791168187,4,1.376
1,11,-368.778064393,189.082198461,Alanter59.png,-331,160,47.675532683,3.90280089022,4,0.892
1,10,369.646076497,-6.17105022243,Agarbagebag.png,397,7,30.3597380584,1.5434907918,5,0.654
1,1,-317.902453202,-122.050587868,ATIE16.png,-288,-184,68.7887081648,2.3573700318,5,0.833
1,2,150.638810401,207.006822078,Atennisball2.png,202,188,54.7652360763,1.50297967384,5,0.853
1,0,176.915263972,-225.341171802,Aelasticbands.png,206,-197,40.6096526569,2.47714246058,5,1.889
1,0,-195.655818769,-325.953967357,ACOMB11.png,-211,-295,34.5484007272,2.62446155443,5,0.823
1,11,153.93515453,-89.8266499784,26432899.thl.png,137,-98,18.8043375195,3.85079109781,5,0.99
1,12,8.63899755002,-411.865207127,Ablouse2.png,24,-387,29.2273659734,1.82090400222,5,0.843
